id,firstname,lastname,course,year,gender
2026-0514,Ethan,Lorenzo,BS Mar,2,Male
2026-0515,Bella,Quinto,BS Math,3,Female
2026-0516,Frances,Ocampo,BS Physics,4,Other
2026-0517,Carlo,Lorenzo,BS Stat,1,Male
2026-0518,Rafael,Salazar,BSA,2,Female
2026-0519,Hannah,Nolasco,BSBA-BE,3,Other
2026-0520,Andrea,Sanchez,BSBA-MM,4,Male
2026-0521,Cedric,Lacsamana,BSCE,1,Female
2026-0522,Vera,Enriquez,BSCE,2,Other
2026-0523,Nestor,Domingo,BSCS,3,Male
2026-0524,Faye,Espinosa,BSCerE,4,Female
2026-0525,Cedric,Hernandez,BSChE,1,Other
2026-0526,Monica,Benedicto,BSCpE,2,Male
2026-0527,Angela,Javier,BSECE,3,Female
2026-0528,Mark,Hidalgo,BSEE,4,Other
2026-0529,Hector,De Leon,BSEME,1,Male
2026-0530,Bianca,Hilario,BSENTREP,2,Female
2026-0531,Tristan,Santiago,BSEnE,3,Other
2026-0532,Monica,Valencia,BSIS,4,Male
2026-0533,Luis,Dizon,BSIT,1,Female
2026-0534,Monica,Salazar,BSME,2,Other
2026-0535,Cyrus,Sanchez,BSMEE,3,Male
2026-0536,Isagani,Velasco,BSMetE,4,Female
2026-0537,Hector,Sanchez,BSCE,1,Other
2026-0538,Lourdes,Quisumbing,BSPhil,2,Male
2026-0539,Nestor,Madrigal,BSPsych,3,Female
2026-0540,Clarisse,Gonzales,BA Fil,4,Other
2026-0541,Tobias,Inocencio,BA His,1,Male
2026-0542,Zachary,Nolasco,BA Pan,2,Female
2026-0543,Cyrus,Ferrer,BA PoS,3,Other
2026-0544,Dominic,Luna,BA Psych,4,Male
2026-0545,Rafael,Velez,BA Soc,1,Female
2026-0546,Eric,Bernardo,BAELS,2,Other
2026-0547,Naomi,Manansala,BALCS,3,Male
2026-0548,Yvonne,Jalandoni,BET-CET,4,Female
2026-0549,Bea,Yabut,BET-ChET,1,Other
2026-0550,Olivia,Co,BET-EET,2,Male
2026-0551,Clarisse,Garcia,BET-EST,3,Female
2026-0552,Joshua,Quinones,BET-MET,4,Other
2026-0553,Bea,Macaraeg,BET-MMT,1,Male
2026-0554,Adrian,Valdez,BS Applied Physics,2,Female
2026-0555,Sebastian,Khan,BS Bio-Animal Biology,3,Other
2026-0556,Daniel,Neri,BS Bio-Biodiversity,4,Male
2026-0557,Liam,Calixto,BS Bio-Microbiology,1,Female
2026-0558,Jasmine,Soriano,BS Bio-Plant Biology,2,Other
2026-0559,Lourdes,De Vera,BS Chem,3,Male
2026-0560,Ian,Enriquez,BS Econ,4,Female
2026-0561,Arman,Jacinto,BS HM,1,Other
2026-0562,Heidi,Ong,BS IAM,2,Male
2026-0563,Hazel,Cruz,BS Mar,3,Female
2026-0564,Emilio,Luna,BS Math,4,Other
2026-0565,Orlando,Tiongson,BS Physics,1,Male
2026-0566,Eric,Mendoza,BS Stat,2,Female
2026-0567,Zion,Gonzales,BSA,3,Other
2026-0568,Mila,Estrella,BSBA-BE,4,Male
2026-0569,Clara,Calixto,BSBA-MM,1,Female
2026-0570,Laura,Enriquez,BSCE,2,Other
2026-0571,Queenie,Valencia,BSCE,3,Male
2026-0572,Orlando,Pascual,BSCS,4,Female
2026-0573,Irene,Aquino,BSCerE,1,Other
2026-0574,Grace,Nolasco,BSChE,2,Male
2026-0575,Monica,Diaz,BSCpE,3,Female
2026-0576,Maya,Jalandoni,BSECE,4,Other
2026-0577,Paolo,Javier,BSEE,1,Male
2026-0578,Giselle,Cruz,BSEME,2,Female
2026-0579,Isagani,Quinto,BSENTREP,3,Other
2026-0580,Patricia,Yap,BSEnE,4,Male
2026-0581,Noah,Alvarez,BSIS,1,Female
2026-0582,Grace,Lopez,BSIT,2,Other
2026-0583,Nicole,Estrella,BSME,3,Male
2026-0584,Leah,Romero,BSMEE,4,Female
2026-0585,Clarisse,Quinto,BSMetE,1,Other
2026-0586,Finn,Benedicto,BSCE,2,Male
2026-0587,Ivan,Gonzales,BSPhil,3,Female
2026-0588,Faye,Hernandez,BSPsych,4,Other
2026-0589,Enzo,Romero,BA Fil,1,Male
2026-0590,Leah,Soriano,BA His,2,Female
2026-0591,Martin,De Leon,BA Pan,3,Other
2026-0592,Simon,Salazar,BA PoS,4,Male
2026-0593,Neil,Dela Cruz,BA Psych,1,Female
2026-0594,Perry,Padilla,BA Soc,2,Other
2026-0595,Paolo,Quinones,BAELS,3,Male
2026-0596,Lara,Bernardo,BALCS,4,Female
2026-0597,Naomi,Nguyen,BET-CET,1,Other
2026-0598,Jose,Manalo,BET-ChET,2,Male
2026-0599,Isagani,Guevara,BET-EET,3,Female
2026-0600,Leah,Paredes,BET-EST,4,Other
2026-0601,Arman,Urbano,BET-MET,1,Male
2026-0602,Wendy,Robles,BET-MMT,2,Female
2026-0603,Paula,Romero,BS Applied Physics,3,Other
2026-0604,Zachary,Valencia,BS Bio-Animal Biology,4,Male
2026-0605,Karl,Calderon,BS Bio-Biodiversity,1,Female
2026-0606,Tobias,Panganiban,BS Bio-Microbiology,2,Other
2026-0607,Clara,Valdez,BS Bio-Plant Biology,3,Male
2026-0608,Valerie,Cayetano,BS Chem,4,Female
2026-0609,Leo,Diaz,BS Econ,1,Other
2026-0610,Mia,Estrada,BS HM,2,Male
2026-0611,Adrian,Serrano,BS IAM,3,Female
2026-0612,Ethan,Estrada,BS Mar,4,Other
2026-0613,Enzo,Umali,BS Math,1,Male
2026-0614,Kenneth,Robles,BS Physics,2,Female
2026-0615,Nicole,Lopez,BS Stat,3,Other
2026-0616,Neil,Santiago,BSA,4,Male
2026-0617,Quinn,Paredes,BSBA-BE,1,Female
2026-0618,Ryan,Salazar,BSBA-MM,2,Other
2026-0619,Celeste,Natividad,BSCE,3,Male
2026-0620,Ariel,Quisumbing,BSCE,4,Female
2026-0621,Nathan,Rivera,BSCS,1,Other
2026-0622,Ethan,Tiongson,BSCerE,2,Male
2026-0623,Jared,Panganiban,BSChE,3,Female
2026-0624,Isabella,Javier,BSCpE,4,Other
2026-0625,Hazel,Torres,BSECE,1,Male
2026-0626,Simon,Romero,BSEE,2,Female
2026-0627,Daphne,Magtibay,BSEME,3,Other
2026-0628,Faith,Herrera,BSENTREP,4,Male
2026-0629,Jasmine,Salvacion,BSEnE,1,Female
2026-0630,Enzo,Sanchez,BSIS,2,Other
2026-0631,Enzo,Tiongson,BSIT,3,Male
2026-0632,Clara,Ilagan,BSME,4,Female
2026-0633,Yvonne,Nolasco,BSMEE,1,Other
2026-0634,Paula,Salvacion,BSMetE,2,Male
2026-0635,Nina,Neri,BSCE,3,Female
2026-0636,Katherine,Gatchalian,BSPhil,4,Other
2026-0637,Rafael,Del Rosario,BSPsych,1,Male
2026-0638,Cedric,Rivera,BA Fil,2,Female
2026-0639,Diana,Delos Santos,BA His,3,Other
2026-0640,Zion,Bautista,BA Pan,4,Male
2026-0641,Nathan,Ferrer,BA PoS,1,Female
2026-0642,Karl,Santos,BA Psych,2,Other
2026-0643,Ariel,Hernando,BA Soc,3,Male
2026-0644,Zoe,Valdez,BAELS,4,Female
2026-0645,Nathan,Natividad,BALCS,1,Other
2026-0646,Luis,Inocencio,BET-CET,2,Male
2026-0647,Althea,Quinones,BET-ChET,3,Female
2026-0648,Samuel,Joaquin,BET-EET,4,Other
2026-0649,Hannah,Yason,BET-EST,1,Male
2026-0650,Tobias,Jalandoni,BET-MET,2,Female
2026-0651,Lara,Villanueva,BET-MMT,3,Other
2026-0652,Denise,Serrano,BS Applied Physics,4,Male
2026-0653,Selena,Joaquin,BS Bio-Animal Biology,1,Female
2026-0654,Lara,Quisumbing,BS Bio-Biodiversity,2,Other
2026-0655,Mark,Ramos,BS Bio-Microbiology,3,Male
2026-0656,Selena,Aguilar,BS Bio-Plant Biology,4,Female
2026-0657,Bianca,Domingo,BS Chem,1,Other
2026-0658,Elena,Santiago,BS Econ,2,Male
2026-0659,Bea,Samson,BS HM,3,Female
2026-0660,Faith,Espinosa,BS IAM,4,Other
2026-0661,Celeste,Manansala,BS Mar,1,Male
2026-0662,Ariana,Nolasco,BS Math,2,Female
2026-0663,Mila,De Vera,BS Physics,3,Other
2026-0664,Bianca,Enriquez,BS Stat,4,Male
2026-0665,Martin,Samson,BSA,1,Female
2026-0666,Sofia,Valdez,BSBA-BE,2,Other
2026-0667,Neil,Khan,BSBA-MM,3,Male
2026-0668,Arman,Lim,BSCE,4,Female
2026-0669,Grace,Gatdula,BSCE,1,Other
2026-0670,Katherine,Navarro,BSCS,2,Male
2026-0671,Dominic,Garcia,BSCerE,3,Female
2026-0672,Olivia,Perez,BSChE,4,Other
2026-0673,Wesley,Rivera,BSCpE,1,Male
2026-0674,Ursula,Tagle,BSECE,2,Female
2026-0675,Clara,Panganiban,BSEE,3,Other
2026-0676,Orlando,Espinosa,BSEME,4,Male
2026-0677,Sebastian,Padilla,BSENTREP,1,Female
2026-0678,Sebastian,Santiago,BSEnE,2,Other
2026-0679,Roderick,Navarro,BSIS,3,Male
2026-0680,Carmen,Perez,BSIT,4,Female
2026-0681,Enzo,Ong,BSME,1,Other
2026-0682,Emilio,Reyes,BSMEE,2,Male
2026-0683,Gavin,Gutierrez,BSMetE,3,Female
2026-0684,Ursula,Kasim,BSCE,4,Other
2026-0685,Jose,Estrella,BSPhil,1,Male
2026-0686,Faye,Tan,BSPsych,2,Female
2026-0687,Diana,Ocampo,BA Fil,3,Other
2026-0688,Ariel,Urbano,BA His,4,Male
2026-0689,Arman,Zamora,BA Pan,1,Female
2026-0690,Isagani,Quisumbing,BA PoS,2,Other
2026-0691,Orlando,Ong,BA Psych,3,Male
2026-0692,Sofia,Guevara,BA Soc,4,Female
2026-0693,Eric,Perez,BAELS,1,Other
2026-0694,Victor,Magtibay,BALCS,2,Male
2026-0695,Nestor,Ablaza,BET-CET,3,Female
2026-0696,Patricia,Dela Cruz,BET-ChET,4,Other
2026-0697,Ramon,Garcia,BET-EET,1,Male
2026-0698,Carlo,Tiongson,BET-EST,2,Female
2026-0699,Ramon,Yabut,BET-MET,3,Other
2026-0700,Emilio,Co,BET-MMT,4,Male
2026-0701,Irene,Razon,BS Applied Physics,1,Female
2026-0702,Ivan,Yap,BS Bio-Animal Biology,2,Other
2026-0703,Isabella,Reyes,BS Bio-Biodiversity,3,Male
2026-0704,Nicole,Vargas,BS Bio-Microbiology,4,Female
2026-0705,Bella,Navarro,BS Bio-Plant Biology,1,Other
2026-0706,Bea,Estrella,BS Chem,2,Male
2026-0707,Giselle,Domingo,BS Econ,3,Female
2026-0708,Mia,Co,BS HM,4,Other
2026-0709,Yvonne,Pascual,BS IAM,1,Male
2026-0710,Leo,Ocampo,BS Mar,2,Female
2026-0711,Liam,Aguilar,BS Math,3,Other
2026-0712,Hannah,Mercado,BS Physics,4,Male
2026-0713,Wendy,De Leon,BS Stat,1,Female
2026-0714,Aiden,Rosales,BSA,2,Other
2026-0715,Faith,Gatdula,BSBA-BE,3,Male
2026-0716,Hazel,Calixto,BSBA-MM,4,Female
2026-0717,Arman,Reyes,BSCE,1,Other
2026-0718,George,Urbano,BSCE,2,Male
2026-0719,Shiela,Santiago,BSCS,3,Female
2026-0720,Mia,Tiongson,BSCerE,4,Other
2026-0721,Christian,Panganiban,BSChE,1,Male
2026-0722,Katherine,Zamora,BSCpE,2,Female
2026-0723,Clarisse,Bernardo,BSECE,3,Other
2026-0724,Miguel,Kara,BSEE,4,Male
2026-0725,Gabriel,Javier,BSEME,1,Female
2026-0726,Sofia,Lopez,BSENTREP,2,Other
2026-0727,Carmen,Sanchez,BSEnE,3,Male
2026-0728,Cedric,Cruz,BSIS,4,Female
2026-0729,Perry,Yabut,BSIT,1,Other
2026-0730,Janice,Villanueva,BSME,2,Male
2026-0731,Wilma,Lim,BSMEE,3,Female
2026-0732,Martin,Hernandez,BSMetE,4,Other
2026-0733,Isagani,Inocencio,BSCE,1,Male
2026-0734,Sofia,Yason,BSPhil,2,Female
2026-0735,Elena,Herrera,BSPsych,3,Other
2026-0736,Celeste,Mercado,BA Fil,4,Male
2026-0737,Grace,Natividad,BA His,1,Female
2026-0738,Ramon,Nguyen,BA Pan,2,Other
2026-0739,Roderick,Fuentes,BA PoS,3,Male
2026-0740,Tobias,Paredes,BA Psych,4,Female
2026-0741,Sebastian,Isidro,BA Soc,1,Other
2026-0742,Enzo,Salazar,BAELS,2,Male
2026-0743,Gabriel,De Vera,BALCS,3,Female
2026-0744,Nestor,Guevara,BET-CET,4,Other
2026-0745,Liam,Jalandoni,BET-ChET,1,Male
2026-0746,Faith,Quinones,BET-EET,2,Female
2026-0747,George,Morales,BET-EST,3,Other
2026-0748,Gabriel,Hidalgo,BET-MET,4,Male
2026-0749,Zachary,Diaz,BET-MMT,1,Female
2026-0750,Nicole,Robles,BS Applied Physics,2,Other
2026-0751,Denise,Hernando,BS Bio-Animal Biology,3,Male
2026-0752,Maria,Magtibay,BS Bio-Biodiversity,4,Female
2026-0753,Enzo,Uy,BS Bio-Microbiology,1,Other
2026-0754,Adrian,Bautista,BS Bio-Plant Biology,2,Male
2026-0755,Katherine,Bautista,BS Chem,3,Female
2026-0756,Joshua,Samson,BS Econ,4,Other
2026-0757,Arman,Tan,BS HM,1,Male
2026-0758,Denise,Hidalgo,BS IAM,2,Female
2026-0759,Roderick,Kabiling,BS Mar,3,Other
2026-0760,Ethan,Quisumbing,BS Math,4,Male
2026-0761,Daniel,Bermudez,BS Physics,1,Female
2026-0762,Hector,Estrella,BS Stat,2,Other
2026-0763,Hannah,Dizon,BSA,3,Male
2026-0764,Ethan,Cruz,BSBA-BE,4,Female
2026-0765,Lina,David,BSBA-MM,1,Other
2026-0766,Gavin,Valencia,BSCE,2,Male
2026-0767,Isagani,Cabrera,BSCE,3,Female
2026-0768,Emilio,Quisumbing,BSCS,4,Other
2026-0769,Eric,Quinto,BSCerE,1,Male
2026-0770,Dylan,Rivera,BSChE,2,Female
2026-0771,Vera,Ramos,BSCpE,3,Other
2026-0772,Xavier,Navarro,BSECE,4,Male
2026-0773,Janice,David,BSEE,1,Female
2026-0774,Celeste,Co,BSEME,2,Other
2026-0775,Ivan,Joaquin,BSENTREP,3,Male
2026-0776,Roderick,Gatchalian,BSEnE,4,Female
2026-0777,Irene,Perez,BSIS,1,Other
2026-0778,Joy,Kara,BSIT,2,Male
2026-0779,Marnie,Hidalgo,BSME,3,Female
2026-0780,Christian,Madrigal,BSMEE,4,Other
2026-0781,Faith,Navarro,BSMetE,1,Male
2026-0782,Brenda,Gonzales,BSCE,2,Female
2026-0783,Isabella,Gonzales,BSPhil,3,Other
2026-0784,Brenda,Quinones,BSPsych,4,Male
2026-0785,Patricia,Quinones,BA Fil,1,Female
2026-0786,Finn,Dizon,BA His,2,Other
2026-0787,Aiden,Cayetano,BA Pan,3,Male
2026-0788,Gavin,Fuentes,BA PoS,4,Female
2026-0789,Hannah,Villanueva,BA Psych,1,Other
2026-0790,Irene,Espinosa,BA Soc,2,Male
2026-0791,Ana,Aquino,BAELS,3,Female
2026-0792,Katherine,Quiambao,BALCS,4,Other
2026-0793,Daphne,Manansala,BET-CET,1,Male
2026-0794,Celeste,Aquino,BET-ChET,2,Female
2026-0795,Hazel,Bernardo,BET-EET,3,Other
2026-0796,Ariana,Manansala,BET-EST,4,Male
2026-0797,Eric,Velez,BET-MET,1,Female
2026-0798,Mia,Ilagan,BET-MMT,2,Other
2026-0799,Althea,Manansala,BS Applied Physics,3,Male
2026-0800,Denise,Villanueva,BS Bio-Animal Biology,4,Female
2026-0801,Andrea,Santos,BS Bio-Biodiversity,1,Other
2026-0802,Vincent,Yap,BS Bio-Microbiology,2,Male
2026-0803,Elena,De Vera,BS Bio-Plant Biology,3,Female
2026-0804,Gavin,Salazar,BS Chem,4,Other
2026-0805,Wesley,Velez,BS Econ,1,Male
2026-0806,Shiela,Perez,BS HM,2,Female
2026-0807,Ella,Perez,BS IAM,3,Other
2026-0808,Victor,Manalo,BS Mar,4,Male
2026-0809,Jose,Uy,BS Math,1,Female
2026-0810,Liam,Aquino,BS Physics,2,Other
2026-0811,Daphne,David,BS Stat,3,Male
2026-0812,Nestor,Benedicto,BSA,4,Female
2026-0813,Tristan,Espinosa,BSBA-BE,1,Other
2026-0814,George,Sanchez,BSBA-MM,2,Male
2026-0815,Selena,De Leon,BSCE,3,Female
2026-0816,Quinn,Navarro,BSCE,4,Other
2026-0817,Carlo,Isidro,BSCS,1,Male
2026-0818,Mark,Cruz,BSCerE,2,Female
2026-0819,Carmen,Ramos,BSChE,3,Other
2026-0820,Jasmine,Jalandoni,BSCpE,4,Male
2026-0821,Laura,Yason,BSECE,1,Female
2026-0822,Liam,Baldwin,BSEE,2,Other
2026-0823,Orlando,Delos Santos,BSEME,3,Male
2026-0824,Ethan,Hernandez,BSENTREP,4,Female
2026-0825,Grace,Pascual,BSEnE,1,Other
2026-0826,Gabriel,Gonzales,BSIS,2,Male
2026-0827,Ramon,Guevara,BSIT,3,Female
2026-0828,Nina,Tan,BSME,4,Other
2026-0829,Simon,Gutierrez,BSMEE,1,Male
2026-0830,Irene,Inocencio,BSMetE,2,Female
2026-0831,Hector,Joaquin,BSCE,3,Other
2026-0832,Wilma,Serrano,BSPhil,4,Male
2026-0833,Liam,Samson,BSPsych,1,Female
2026-0834,Gavin,Salvacion,BA Fil,2,Other
2026-0835,Joy,Co,BA His,3,Male
2026-0836,Zoe,Isidro,BA Pan,4,Female
2026-0837,Queenie,Enriquez,BA PoS,1,Other
2026-0838,Hazel,Lim,BA Psych,2,Male
2026-0839,Nina,Quisumbing,BA Soc,3,Female
2026-0840,Olivia,Razon,BAELS,4,Other
2026-0841,Karl,Serrano,BALCS,1,Male
2026-0842,Tessa,Kabiling,BET-CET,2,Female
2026-0843,Nina,Luna,BET-ChET,3,Other
2026-0844,Vincent,Tagle,BET-EET,4,Male
2026-0845,Ella,Ocampo,BET-EST,1,Female
2026-0846,Karl,Domingo,BET-MET,2,Other
2026-0847,Marnie,Kabiling,BET-MMT,3,Male
2026-0848,Enzo,Valencia,BS Applied Physics,4,Female
2026-0849,Daphne,Nguyen,BS Bio-Animal Biology,1,Other
2026-0850,Heidi,Dela Cruz,BS Bio-Biodiversity,2,Male
2026-0851,Maria,Yap,BS Bio-Microbiology,3,Female
2026-0852,Samuel,Baldwin,BS Bio-Plant Biology,4,Other
2026-0853,Janice,Espinosa,BS Chem,1,Male
2026-0854,Maya,Rosales,BS Econ,2,Female
2026-0855,Roderick,Abad,BS HM,3,Other
2026-0856,Shiela,Ortega,BS IAM,4,Male
2026-0857,Yvonne,Razon,BS Mar,1,Female
2026-0858,Maya,Yason,BS Math,2,Other
2026-0859,Wesley,Padilla,BS Physics,3,Male
2026-0860,Gabriel,Umali,BS Stat,4,Female
2026-0861,Wesley,Benedicto,BSA,1,Other
2026-0862,Finn,Valdez,BSBA-BE,2,Male
2026-0863,Ophelia,Domingo,BSBA-MM,3,Female
2026-0864,Martin,Cruz,BSCE,4,Other
2026-0865,Hazel,Ong,BSCE,1,Male
2026-0866,Rafael,Dizon,BSCS,2,Female
2026-0867,Perry,Serrano,BSCerE,3,Other
2026-0868,Heidi,Panganiban,BSChE,4,Male
2026-0869,Simon,Manalo,BSCpE,1,Female
2026-0870,Nicole,Ramos,BSECE,2,Other
2026-0871,George,Tanada,BSEE,3,Male
2026-0872,Zion,Tagle,BSEME,4,Female
2026-0873,Denise,Padilla,BSENTREP,1,Other
2026-0874,Maya,Torres,BSEnE,2,Male
2026-0875,Kenneth,Padilla,BSIS,3,Female
2026-0876,Clarisse,Samson,BSIT,4,Other
2026-0877,Samuel,Ledesma,BSME,1,Male
2026-0878,Maya,Romero,BSMEE,2,Female
2026-0879,Patricia,Neri,BSMetE,3,Other
2026-0880,Clara,Pineda,BSCE,4,Male
2026-0881,Ulysses,Jalandoni,BSPhil,1,Female
2026-0882,Ramon,Romero,BSPsych,2,Other
2026-0883,Daphne,Lorenzo,BA Fil,3,Male
2026-0884,Althea,Benedicto,BA His,4,Female
2026-0885,Cedric,Baldwin,BA Pan,1,Other
2026-0886,Noah,Jacinto,BA PoS,2,Male
2026-0887,Orlando,De Leon,BA Psych,3,Female
2026-0888,Patrick,Natividad,BA Soc,4,Other
2026-0889,Mark,Aquino,BAELS,1,Male
2026-0890,Joy,Lorenzo,BALCS,2,Female
2026-0891,Angela,Aquino,BET-CET,3,Other
2026-0892,Ramon,Yason,BET-ChET,4,Male
2026-0893,Sebastian,Tagle,BET-EET,1,Female
2026-0894,Daniel,Flores,BET-EST,2,Other
2026-0895,Maya,Dizon,BET-MET,3,Male
2026-0896,Orlando,Pineda,BET-MMT,4,Female
2026-0897,Daniel,Santos,BS Applied Physics,1,Other
2026-0898,Faye,Tagle,BS Bio-Animal Biology,2,Male
2026-0899,George,Gonzales,BS Bio-Biodiversity,3,Female
2026-0900,Irene,Ilagan,BS Bio-Microbiology,4,Other
2026-0901,Gavin,Quijano,BS Bio-Plant Biology,1,Male
2026-0902,Tobias,Estrada,BS Chem,2,Female
2026-0903,Daphne,Belen,BS Econ,3,Other
2026-0904,Maria,Hidalgo,BS HM,4,Male
2026-0905,Elias,Wong,BS IAM,1,Female
2026-0906,Rita,Aquino,BS Mar,2,Other
2026-0907,Uriel,Roxas,BS Math,3,Male
2026-0908,Marnie,Reyes,BS Physics,4,Female
2026-0909,Ulysses,Espinosa,BS Stat,1,Other
2026-0910,Irene,Bernardo,BSA,2,Male
2026-0911,Zachary,Tagle,BSBA-BE,3,Female
2026-0912,Gavin,Manalo,BSBA-MM,4,Other
2026-0913,Ophelia,Ablaza,BSCE,1,Male
2026-0914,Ivan,Isidro,BSCE,2,Female
2026-0915,Irene,Nolasco,BSCS,3,Other
2026-0916,Luis,Manalo,BSCerE,4,Male
2026-0917,Naomi,Domingo,BSChE,1,Female
2026-0918,Cedric,De Vera,BSCpE,2,Other
2026-0919,Ryan,Quinto,BSECE,3,Male
2026-0920,Paolo,Magtibay,BSEE,4,Female
2026-0921,Laura,Bautista,BSEME,1,Other
2026-0922,Monica,Ong,BSENTREP,2,Male
2026-0923,Naomi,Panganiban,BSEnE,3,Female
2026-0924,Nestor,Flores,BSIS,4,Other
2026-0925,Valerie,Diaz,BSIT,1,Male
2026-0926,Irene,Yabut,BSME,2,Female
2026-0927,Ulysses,Quijano,BSMEE,3,Other
2026-0928,Vincent,Castillo,BSMetE,4,Male
2026-0929,Vera,Jacinto,BSCE,1,Female
2026-0930,Patricia,Ledesma,BSPhil,2,Other
2026-0931,Hector,Quisumbing,BSPsych,3,Male
2026-0932,Brenda,Bermudez,BA Fil,4,Female
2026-0933,Jasmine,Tiongson,BA His,1,Other
2026-0934,Gabriel,Sison,BA Pan,2,Male
2026-0935,Daniel,Sanchez,BA PoS,3,Female
2026-0936,Tessa,Padilla,BA Psych,4,Other
2026-0937,Miguel,Nolasco,BA Soc,1,Male
2026-0938,Celeste,Khan,BAELS,2,Female
2026-0939,Luis,Ortega,BALCS,3,Other
2026-0940,Jose,Yason,BET-CET,4,Male
2026-0941,Althea,Herrera,BET-ChET,1,Female
2026-0942,Olivia,Lim,BET-EET,2,Other
2026-0943,Ophelia,Alvarez,BET-EST,3,Male
2026-0944,Carmen,Yap,BET-MET,4,Female
2026-0945,Paolo,Lopez,BET-MMT,1,Other
2026-0946,Miguel,Quijano,BS Applied Physics,2,Male
2026-0947,Arman,Quinto,BS Bio-Animal Biology,3,Female
2026-0948,Miguel,Guevara,BS Bio-Biodiversity,4,Other
2026-0949,Xavier,Tanada,BS Bio-Microbiology,1,Male
2026-0950,Nicole,Neri,BS Bio-Plant Biology,2,Female
2026-0951,Jose,Villanueva,BS Chem,3,Other
2026-0952,Nestor,Salvacion,BS Econ,4,Male
2026-0953,Ursula,Samson,BS HM,1,Female
2026-0954,Adrian,Osorio,BS IAM,2,Other
2026-0955,Arman,Mercado,BS Mar,3,Male
2026-0956,Lara,Manalo,BS Math,4,Female
2026-0957,Hector,Enriquez,BS Physics,1,Other
2026-0958,Ella,Cabrera,BS Stat,2,Male
2026-0959,Adrian,Nguyen,BSA,3,Female
2026-0960,Clara,Del Rosario,BSBA-BE,4,Other
2026-0961,Daphne,Enriquez,BSBA-MM,1,Male
2026-0962,Katherine,David,BSCE,2,Female
2026-0963,Elena,Paredes,BSCE,3,Other
2026-0964,Zachary,Hilario,BSCS,4,Male
2026-0965,Faye,Paredes,BSCerE,1,Female
2026-0966,Victor,Mendoza,BSChE,2,Other
2026-0967,Alyssa,Enriquez,BSCpE,3,Male
2026-0968,Alyssa,Quisumbing,BSECE,4,Female
2026-0969,Ryan,Javier,BSEE,1,Other
2026-0970,Vera,Joaquin,BSEME,2,Male
2026-0971,Elias,Sison,BSENTREP,3,Female
2026-0972,Bea,Aquino,BSEnE,4,Other
2026-0973,Hannah,Calixto,BSIS,1,Male
2026-0974,Rafael,Magtibay,BSIT,2,Female
2026-0975,Martin,Lorenzo,BSME,3,Other
2026-0976,Wesley,Bautista,BSMEE,4,Male
2026-0977,Luis,Joaquin,BSMetE,1,Female
2026-0978,Wilma,Mendoza,BSCE,2,Other
2026-0979,Karl,Quinto,BSPhil,3,Male
2026-0980,Rita,Jacinto,BSPsych,4,Female
2026-0981,Maria,Kabiling,BA Fil,1,Other
2026-0982,Daniel,Delos Santos,BA His,2,Male
2026-0983,Noah,Valdez,BA Pan,3,Female
2026-0984,Shiela,Velasco,BA PoS,4,Other
2026-0985,Lina,Madrigal,BA Psych,1,Male
2026-0986,Zion,Zamora,BA Soc,2,Female
2026-0987,Daphne,Nolasco,BAELS,3,Other
2026-0988,Andrea,Joaquin,BALCS,4,Male
2026-0989,Mark,Ibrahim,BET-CET,1,Female
2026-0990,Gavin,Lopez,BET-ChET,2,Other
2026-0991,Faye,Domingo,BET-EET,3,Male
2026-0992,Martin,Bautista,BET-EST,4,Female
2026-0993,Hector,Ortega,BET-MET,1,Other
2026-0994,Paolo,Gutierrez,BET-MMT,2,Male
2026-0995,Gabriel,Garcia,BS Applied Physics,3,Female
2026-0996,Wesley,Vargas,BS Bio-Animal Biology,4,Other
2026-0997,Diana,Benedicto,BS Bio-Biodiversity,1,Male
2026-0998,Adrian,Calixto,BS Bio-Microbiology,2,Female
2026-0999,Mark,Aguilar,BS Bio-Plant Biology,3,Other
2026-1000,Zoe,Tiongson,BS Chem,4,Male
2026-1001,Hector,Manalo,BS Econ,1,Female
2026-1002,Leo,Cayetano,BS HM,2,Other
2026-1003,Arman,Javier,BS IAM,3,Male
2026-1004,Yana,Villanueva,BS Mar,4,Female
2026-1005,Janice,Velez,BS Math,1,Other
2026-1006,Brian,Sanchez,BS Physics,2,Male
2026-1007,Denise,Robles,BS Stat,3,Female
2026-1008,Diana,Fernandez,BSA,4,Other
2026-1009,Rafael,Pineda,BSBA-BE,1,Male
2026-1010,Leo,Luna,BSBA-MM,2,Female
2026-1011,Miguel,Kabiling,BSCE,3,Other
2026-1012,Bianca,Samson,BSCE,4,Male
2026-1013,Yvette,Luna,BSCS,1,Female
2026-1014,Aiden,Castillo,BSCerE,2,Other
2026-1015,Nestor,Torres,BSChE,3,Male
2026-1016,Grace,Bernardo,BSCpE,4,Female
2026-1017,Carmen,Espinosa,BSECE,1,Other
2026-1018,Emilio,David,BSEE,2,Male
2026-1019,Hannah,Gonzales,BSEME,3,Female
2026-1020,Hector,Aquino,BSENTREP,4,Other
2026-1021,Hannah,Uy,BSEnE,1,Male
2026-1022,Irene,Velez,BSIS,2,Female
2026-1023,Yvette,Fernandez,BSIT,3,Other
2026-1024,Noah,Calderon,BSME,4,Male
2026-1025,Perry,Panganiban,BSMEE,1,Female
2026-1026,Tessa,Guevara,BSMetE,2,Other
2026-1027,Faye,Guevara,BSCE,3,Male
